id_reg;name_reg
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
1;KAYES
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
2;KOULIKORO
